INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score	HINT:text
86333_5	"
Талантливые люди всегда уходят очень рано  это всем известный факт. Наверное, они предчувствуют свою смерть и стараются жить на полную, брать от нее все!

Совершенно новое, но и интересное видение жизни и творчества КУЛЬТОВОЙ Г УППы, т. е. становления.

Любовь, секс, много секса, наркотики, очень много наркотиков, красивые девушки, самые красивые девушки  неотъемлемые атрибуты, звездной жизни.

Я просто в полном восторге, и не потому, что тут играет один из самых любимейших моих актеров  Лео Грегори  для него каждая роль, как отдельная жизнь, к которой он готовится, но потом вживается настолько, что про нет слов, а потому, что очень люблю фильмы, снятые в документальном стиле  этот именно такой. Камера через камеру  я бы так охарактеризовала.

Вроде как и документальное кино, но в тоже время очень художественное.

Туве  просто открытие для меня, безумно красивая актриса, но сыграла боевую подругу, очень хорошо, я, кстати говоря, поверила ей.

The stoned  это история, которую должны знать все, нравится  или нет, но Брайан Джонс стоял у истоков, он был великий человек, который не хотел жить как все.

10 из 10"		no		no	yes				pos	
86333_8	"
Для того, чтобы снять фильм о знаменитом человеке, надо быть фантастически смелым, потому что с признанием зрителей и количеством наград (если они есть, конечно) следует и критика со стороны тех, кто помнил и знал этого человека. Стефен Вули решил, по-видимому, выступить камикадзе и взять всю ответственность за образ легендарной группы на себя. 

Фильм действительно станет легендарным, так как несёт с собой память о Брайане Джонсе и тех вещах, что он создал и показал всему миру. Я не являюсь поклонницей Rolling Stones, но, несомненно, не могу не уважать их работу и популярность, которую они получили по праву. Но именно то, что я не следила за творчеством группы, увело меня с пути скептицизма, и я сужу о фильме как о самостоятельном творении, а не об экранизации жизни и творчества Джонса.

Честно признаюсь, что В дурмане я решила посмотреть только из-за того, что там играет Бен Уишоу. Да, роль у него мала, но он играет Кита  ичардса, значит, его стоит ценить за то, что его взяли на эту, поистине достойную, роль. Тува Новотны  милая и симпатичная девушка, замечательно смотрится на экране, но, на мой взгляд, ей не хватает симпатии и уважения к своему персонажу, что есть у других актёров, и именно поэтому образ подружки того самого Джонса получился полусухим. 

Но больше всего меня поразил Лео Грегори. Жаль, что он не широко известный в  оссии актёр. Он так мне запал в душу, его улыбка так заворожила меня, а актёрская самоотдача поразила невероятно, что я поняла: хочу посмотреть фильм ещё раз. 

Хочется сказать спасибо оператору: очень понравилось, как снят фильм. Качественно и интересно. И, конечно, сценаристы  большие молодцы, диалоги со смыслом и в словах почти нет пошлости, хотя жизнь Джонса была буквально заполнена развратом. 

В общем, фильм мне понравился, хотя на Оскар не тянет. Но Золотой глобус я бы ему дала."		yes		no	yes	pos		neut	pos	
97639_2	"
Сила, мужество, вера в себя  вот те качества, которые должен воспитывать в себе каждый человек, но мы не всегда следуем этому правилу, порой просто живем, как живется, плывем по течению. Но что делать молодой девушке, которая души не чает в танцах, но ее карьера и вся радость жизни указываются под угрозой? 

Mayuri - это пример для всех, кто потерял веру в себя. После этого фильма встаешь с уверенностью, что можешь перевернуть весь свет. 

Не говоря уже о самой истории, отдельно хочется отметить дебют Судхи, как актрисы. Я не хочу обсуждать ее как человека, мне кажется и до и после меня много было и будет написано, такими людьми нельзя не восхищаться. Но меня очень поразила эта девушка, как актриса. Если честно я порой и актрисам с огромным стажем не верю, но этой девочке удалось вспомнить все пережитые ею страдания и передать их нам. Возможно, это заслуга именно ее танцевального таланта, мы ведь все знаем, что такое индийский танец, задействованы в нем оказываются не только ноги и тело, но и руки, голова, и, что главное, глаза, которые должны рассказывать нам то, о чем девушка танцует. Так что здесь Судхе просто апплодирую стоя. 

Также нельзя не отметить игру Нарьяна П. Л., игравшего папу Маюри в телугу-версии, последняя его сцена, когда он переосмысливает всю свою жизнь и плачет, когда он уходит сквозь слезы, это просто потрясающее А его эти милые смелые мечты, как вставки посреди фильма, заставляли меня расслабиться и смеяться, забывая какая на самом деле тяжелая тема поднята в фильме (в отличие от того же Black или Guzaarish Санджая Лила Бхансали). 

Вобщем, фильм оочень достойный, потрясающая постановка, операторская работа, фильм яркий, красочный, танцы, актерская игра Все на высоте. 

И даже некоторые недостатки сценария (жизнь Судхи в фильме сильно драматизировали, на деле все было несколько иначе) не могут испортить высокого мнения о фильме."		yes	yes	no	yes	neut	pos		pos	
65636_1	"
Чудесный фильм про немецкого дедушку Шульце. Герой отработал n-ое количество лет на шахте и вышел на долгожданную пенсию. Но заполучив свободу, герой понятия не имеет, как ею распорядиться. У него не осталось целей и идей. В прежней жизни он шел на работу и времени скучать не было. Теперь же ему самостоятельно приходится чем-то себя занимать, придумывать себе цели. К сожалению, это у него не очень получается. Он больше смахивает на маленького ребенка, о котором перестали заботиться родители, и теперь приходится делать это самому. Но все же, как бы безысходно он себя не вел, мир вокруг не перестал крутиться и Шульце попадает в кучу приятных и не очень ситуаций. 

Фильм довольно монотонный, серый и скучноватый как обычный день в немецком провинциальном гордке, но в то же время в нем присутствует тонкая ирония и юмор. Хорошо раскрыта тема одиночества. Нашел много общего с фильмом О Шмидте.

 екомендую посмотреть людям старшего поколения, кому эта тема более близка. Хотя я сам еще совсем молод, но получил огромное удовольствие от просмотра. 

7 из 10"		yes	no	no	no	pos				
65636_0	"Восхитительный, трогательный и очень стильный фильм о взаимодействии культур. Полька из германских пивных сливается воедино с музыкой брасс и зайдеко из болотной Луизианы. 

Баварский шахтер Шульце выходит на пенсию вместе с еще двумя своими приятелями  Манфредом и Юргеном. Теперь троица либо удит рыбу с моста, либо проводит время за нескончаемыми бутылками пива, ведя мерные беседы ни о чем. Но, в отличие от друзей, у толстяка Шульце есть и третье увлечение  он играет польку на аккордеоне, причем, продолжает отцовскую традицию. И вот, однажды, случайно включив радио, Шульце слышит иную аккордеонную музыку  луизианский блюз Zydeco. И так им проникается, что готов изменить традиционной польке! А тут еще приходит приглашение на музыкальный фестиваль в американском городе-побратиме из Техаса. В общем, судьба дает шанс непонятому в родных пивных Шульце встретиться с блюзом в его колыбели. 

А уж как убедителен исполнитель главной роли  Хорст Краузе! Ни одного лишнего движения, жеста, гримасы.  ежиссер Майкл Шорр работает очень лаконично, в основном  крупными планами, от чего в его фильме много воздуха: очень символично для истории о шахтерах. Тонкий юмор в диалогах, простые человеческие отношения, принципиальная неспешность повествования создают почти домашнюю атмосферу. Кажется, что ты  еще один персонаж этой истории, который вместе с остальными молча наблюдает за происходящим. 

Жаль только, что Schultze Gets the Blues остался единственным фильмом в карьере режиссера Майкла Шорра. Интересно было бы посмотреть и другие его работы. 

8 из 10"			no	no	yes					
79667_2	"
Продолжение истории о Покахонтас в целом мне понравилось. Графика не менее качественная, музыка не менее приятная на слух, вот только, что-то все равно не дает мне покоя и я не могу точно сказать, понравился ли мне этот мультик.

В первой части, принцессу показали нам с лучшей стороны, а во второй, несколько изменили характер девушки. Все-таки обидно, как резко и несправедливо, по отношению к зрителям изменился сюжет данного мультипликационного фильма. Очень обидно было видеть, как Покахонтас сама же и противоречит своим моральным ценностям и понятиям. Но все-таки, она по-прежнему слушает сердцем. Самое непонятное, это то, что Покахонтас 2 отличается от других сиквелов Диснея. Такого, казалось бы логичного хэппи-энда, видимого в первой части не будет. Зато, события будут развиваться совершенно в ином направлении. 

Еще один плюс мультика, что озвучка героев осталась неизменной, что очень приятно слышать.

7 из 10"		yes	yes	yes		neg				
76711_5	"
Признаюсь сразу  ну вот не смог проникнуться, хотя очень старался. Собрал все свои вкусовые рецепторы в одну кучку, тонко настроил их и ничего. Настолько пусто, что даже временами скучно.

 Конечно, отрицать красоту увиденного невозможно, глаз радуется. Также можно легко отметить режиссёрскую самобытность и общую колоритность картины. Но её простоватый сценарий, любовного характера, меня нисколько не захватил. Понятно, что всё это на поверхности, чуть глубже рассматривается место женщины и её прямая зависимость от множество традиций, что весьма сковывает её свободу. Но тема вовсе не раскрыта. 

 Несмотря на полудокументальный стиль повествования фильму явно не хватает этнических подробностей, которые сразу же заканчиваются на внешнем облике, и совсем уж неизвестных деталей, дабы зритель смог пополнить багаж любопытства, а не только занимался созерцанием. 

 Фильм всё равно буду рекомендовать к просмотру, ведь скорее всего таких толстокожих зрителей, как я, не так уж и много, поэтому большинство однозначно получит массу удовольствия от красоты увиденного.

 Всем желаю приятного просмотра!!!"		yes	yes	no						
82495_2	"
Лошадку жаль.

Фильм об очередном мужчине (ребёнке), застрявшем в критическом возрасте, во время чумы рефлексирующем о своей почившей с миром супруге (матери)  очевидное, как мне показалось, указание на то, как народные массы в лице, в частности, патриотствующих не дают покоя мертвецам, непрестанно трактуя сентенции их жития в качестве примера для подражания самодостаточным общественным образованиям.

Второй раз подряд убеждаюсь в нестарательности Эннио Морриконе  создалось впечатление, что писались (если вообще не нарезались) саундтреки (""Солнечные пятна) подряд в одной студии за один вечер с перерывом на чашечку кофе, сигарету и переживание абстиненции после того и другого. В двух словах, ни много, ни мало, а опошление скрипки, как музыкального инструмента  не могу поверить, что данные мотивы писались в период, наследствующий краутроковой революции в Германии. Неужели так сложно мотивироваться чем-то, кроме прибыли  например, успехом и талантом Popol Vuh?

Как сказал бы какой-нибудь полоумный критикан: А ещё говорят Бунюэль, Бунюэль  тьфу, да и только!

Всё же 5 ставлю за то, что Лив Ульман сумела изобразить типически необходимую для её роли сексуальность, призывая супруга, но не смея переступить через ритуальную преграду в руинах замка, а также отчаянно кратковременное наличие Орнеллы Мути  к слову, задаюсь вопросом, не является ли показательной особенностью постановки то, что молодая супруга выглядеть в значительнейшей мере привлекательней предшествующей? И почему же она не забрала детей?

5 из 10"		yes		yes	yes	neg		neg	pos	
7158_3	"
Очень смелое кино, даже для 60-х. Казалось бы, это рассказ о музыканте, который покинул свой дом, оставив свою старую жизнью, для того чтобы начать новую, история стара как мир. Но как ни странно, самого Ксавьера, на мой взгляд, в этой истории совсем мало. Его новая жизнь начинается на развалившихся жизнях обитателей этого провинциального городка, ему приходится связать свою судьбу с судьбами, а точнее их руинами, людей, которые в свою очередь испытывают крайнее любопытство, а возможно и легкую зависть, к свободе музыканта. Это конечно же, в первую очередь, бесшабашная Кэролл, потерявшая стыд и страх, а также последнюю каплю уважения жителей городка. И разумеется, это Леди, отчаявшаяся женщина, без надежды на лучшую жизнь, прикованная к умирающему ненавистному мужу, несущая в душе тяжелый груз несчастливых воспоминаний. 

Долгие, наполненные глубиной диалоги, через которые мы и понимаем, что же на душе у героев. Например, момент когда Ксавьер рассказывает о птице, с которой, как мне показалось, он символизирует свою жизнь. У этой птицы нет лапок, и она ложится спать на ветру, а на землю приземляется лишь один раз, когда умирает.

Фильм передает дух своего времени, элементарно в ментальности окружающих, в неприятии всего, что выходит за созданные обществом рамки. Где герои, там и антигерои. Морально прогнивший, умирающий муж Леди  Джейб Торранс, переполненный злобой, вечно подозревающий её в измене, но однако бессильный что-либо изменить, он пытается сделать жизнь своей жены невыносимой, и ему это неплохо удается.

Название фильма Из породы беглецов  полностью соответствует содержанию. Это бегущий от своей прошлой жизни и старых проблем Ксавьер, это убегающая от своей настоящей, ненавистной жизни Кэролл, и это Леди, разглядевшая в молодом музыканте лучик надежды на новую, лучшую жизнь, готовая бежать с ним от всего и всех и никогда не оборачиваться. Но если бы все было так просто

9 из 10"		yes				pos				
71833_5	"
Фильм Фридриха Мурнау  прежде всего о том, насколько тотален контроль общества над человеком, насколько человек зависим от того, что зовут мнение других и социальный статус.

 абота портье в отеле  престижная работа. В особенности она является символом успеха для рабочей окраины, где проживает главный герой. Он с гордостью шествует в своей форме, ведь он является примером для своих соседей. Престижная работа, устроенный быт  казалось бы чего еще желать среднему человеку? Но к сожалению главный герой стар, и на его место берут нового, более молодого портье. Перевод на новую должность  это катастрофа для главного героя. Он ничем не может воспрепятствовать этому  он фактически обречен на выживание до самого конца своих дней.

Фильм прежде всего направлен против общества успеха, которое уже сформировалось к 20-м годам. Неудачник  вызывает в таком обществе отторжение, оно изолирует его, высмеивает, загоняет на социальную периферию. Главный герой фильма после перевода на другую должность  яркий пример такого общественного изгоя. В нем ничего не изменилось, кроме общественного статуса, но теперь главный герой вместо приветствий и восхищения получает насмешки и издевательства.

Свой социальный вес  вот что хочет во что бы то ни стало сохранить главный герой. Он готов пойти даже на то что ранее никогда бы себе не позволил  на кражу и обман. Все ради того чтобы сохранить хотя бы видимость своего прежнего положения. Люди окружающие его не интересуются им как человеком  им интересна лишь его оболочка  яркая, вычищенная форма портье.

Готов ли ты переступить под давлением общества через самого себя? Как сильно ценится внутренний мир человека по сравнению с внешним? Справедливо ли общество к маленькому человеку? Это самый важные вопросы, который поднимает в своем фильме Фридрих Мурнау.

10 из 10"		yes				pos				
76711_3	"
Иранская девушка не может выйти замуж до той поры, пока не женится её дядя. Однако отсрочка следует за отсрочкой, и кочующее племя, которому принадлежит девушка, в очередной раз снимается с места. Не отчаивающийся жених отправляется на поиски отбывшей неизвестно куда возлюбленной 

Габбе в переводе означает разновидность персидского ковра. Что интересно, рамка кадра чуть ли не буквально уподобляется здесь границе этого рукотворного изделия. При всей кажущейся простоте и почти банальности сюжета, в неё вплетается изысканный авторский рисунок. 

Несмотря на обманчивый примитивизм формы, фильм, в самом деле, отличается прихотливой структурой, которая и образует притчу о рождении и смерти, жертвенности и любви. Мохсен Махмальбаф находится далеко от стереотипов современного кино и куда больше вдохновляется завораживающим богатством красок. Это заставляет вспомнить ещё одного великого режиссёра и художника: армянина Сергея Параджанова и его фильм Цвет граната.

 омантически очарованный примитивист Махмальбаф близок и грузину Нико Пиросмани. Будто незнающий языка кино, либо нарочито его игнорирующий, он предлагает здесь своего рода визуальную медитацию на тему художественного творчества. 

Тотальное отсутствие иранского кино на престижных кинофорумах было неожиданно нарушено появлением целой диаспоры мастеров, возглавляемых сравнительно молодым Махмальбафом. С конца 1980-х годов он становится завсегдатаем крупнейших мировых фестивалей, что во многом способствует созданию авторитета кинематографии Ирана."		no	yes	no	no		pos			
71833_9	"
Если составлять мой топ100 фильмов, то, думаю, 80% там составят черно-белые картины. Иной раз приъходят в голову параллели с литературой  20-30е года  античность, 40-50е  средние века, 60-70е  классики 18-19вв., 80-е  начало прошого века с Кафкой и Прустом, ну а дальше эээ современность, которая одинаково безрадостна что в послевоенной литературе, что в кинематографе 21 века.

Ну да ладно. В этот раз хотелось бы упомянуть о замечательном произведении одного из величайших режиссеров всех времен Фридриха Мурнау. Это не самый известный его фильм, однако я знаю, что многие поклонники режиссера считают его лучшим. Сюжет я пересказывать не буду, тем более, что там всё просто: рассказ о благополучии, падении и волшебном возвышении гостиничного швейцара.

Дело не в сюжете, дело в горечи, злой издевке и ясном взгляде мудреца-режиссера, в том, как, казалось бы, элементарными средствами он повествует о том, что из себя представляет человек, не конкретно этот, а любой, абсолютно каждый. В глазах уволенного пожилого мужика, которые кажутся глазами коровы, над которой занесен нож резника. В злом стебе, завершающем картину.

Настоятельно рекомендую, если Вы наслаждаетесь гоголевской Шинелью или, скажем, произведениями Салтыкова-Щедрина.

Оценка: 9 из 10 Шедевр"		yes				neut				
7277_0	"Этот французский фильм вполне может претендовать на то, чтобы войти в один ряд с Механиком и многочисленными фильмами о киллерах тех лет. Сама по себе история про независимого от системы плохого волка, который с легкостью решает самые сложные проблемы очень точно гармонировала с свободными течениями того времени. Истерическая жажда свободы находила свое воплощение в героизации киллеров  ставящих ниже себя как государственные институты, так и вопросы религии.

Фильм Жака Дерэ предполагал достаточно длительную погоню между двумя представителями такого свободного сословия. Как героические рыцари из Игры престолов  ой Шайдер и Жан Луи Тринтиньян охотятся за своими мишенями и заводят романы с яркими красавицами. Причем, если об Энн Маргрет еще можно спорить, то красота Энджи Дикинсон в том фильме была выразительно-безупречной. Но иначе и быть не могло, ибо эти герои нового времени должны были общаться только с лучшими девушками, решая самые сложные задачи.

При всей красочности показываемых зарисовок, Жак Дерэ фиксирует экзистенциальный тупик в жизни героев.  ой Шайдер вынужден ограничиваться линейным предвестием роли Макса фон Сюдофа в Трех днях Кондора. Ну, а Тринтиньян обречен на новое воплощение Самурая от Мельвиля. Его бесстрастность и жизнелюбие должны помочь в решении задач несовместимых с жизнью. Благо, актер старался, а Дерэ стремился сделать нечто стилистически искусное  выдав запоминающийся своей иррациональностью финал фиксирующий вздохи жизни. Полностью соответствуя новейшим работам пост-структуралистов того времени лента соблюдает как стилистическую суету, так и глубинный смысл, позволяющий всерьез относиться к предложенному меню. Секреты этой кухни не на поверхности. Определенно, деликатес.

7 из 10"		yes	yes	no	yes	pos				
68724_2	"
Еврей Зюсс тайком пробирается в Штуттгарт, куда запрещено въезжать евреям, и где живёт герцог Вюртембергский. Зюсс втирается в доверие к герцогу и издаёт различные указы, приведя Вюртемберг в состояние гражданской войны. Зюсс хочет сделать из Вюртемберга израилеву землю обетованную. Неожиданно герцог умирает, и Зюсса казнят.

Типичный антисемитский пропагандистский фильм Третьего  ейха показывает евреев злобными, мелочными и хитрыми созданиями. В своё время Еврей Зюсс показывался вместе с фильмом Вечный жид, где в документальной форме велась лживая пропаганда. 

Извратив роман Фейхтвангера, Файт Харлан сделал всё возможное, чтобы оправдать немцев и свалить всю вину на евреев, не гнушаясь при этом искажением фактов и акцентировании на антисемитизме.

Фердинанд Мэриэн и Вернер Краусс блестяще сыграли евреев, жадных и ненасытных. Карикатурность их персонажей была прорисована в образах. Генрих Джордж играет ленивого, толстого и плохо соображающего герцога, который, прислушиваясь к советам Зюсса, рисковал потерять государство.

В наши дни этот фильм представляет интерес только с исторической точки зрения как история развития фашизма. Его пропагандистская часть потеряла свой смысл и выглядит, по меньшей мере, наивно. Интересны также исторические типажи, костюмы и декорации  сделаны они наивно, но привлекают внимание.

9 из 10"			yes		yes		pos		pos	
69428_2	"
Поучительный, пронзительный фильм о земном чувстве под названием Любовь.

Только, каждый из героев понимает её по-своему: Дэв любит собственнически, Анжели- слепо, и только  ам любит со всей искренностью и бескорыстием, надеясь на взаимность и следуя своим принципам: Одной любовью можно одолеть ненависть!.

Он видит людей насквозь, знает как его презирает сводная семья, но остаётся ЧЕЛОВЕКОМ с большой буквы.

Если бы все так любили, как  ам, то как много было бы по- настоящему счастливых людей.

Анжели- молодая, романтическая барышня. Она так увлечена Дэвом, что не видит нахальных манер и эгоизма любимого.

Но, это увидели её родители, со всей нежностью любящие свою единственную дочь и желающие ей счастья. И не потому они противились её браку с Дэвом, что он был беден. Нет! А потому что взгляды его, презрение к людям состоятельным и безделье насторожили и отец убедился, что отдаёт Анжели в надёжные руки.

Дэв- парень, который, в своём чувстве к Анжели, любит только себя! Он не готов поступиться своими принципами, не выказывает никакого уважения к родителям любимой девушки. Однозначно, в его словаре нет слова  ади. Думает, что разбогатев, вернёт свою любовь! А когда получает отказ, идёт к своему безумному желанию самыми мерзкими путями. 

 азве такой должна быть Любовь? Нет! Она должна быть такой, как гласит цитата из Библии:

Любовь долготерпит, милосердствует, любовь не завидует, любовь не превозносится, не гордится, не бесчинствует, не ищет своего, не раздражается, не мыслит зла, не радуется неправде, а сорадуется истине; все покрывает, всему верит, всего надеется, все переносит.

Мне понравились игра актёров, красивая музыка и сюжет.

10 из 10"		yes	no	yes	yes	pos		pos	pos	
69256_1	"
Фильм Звезды Эгера подобен великому эпосу, он поражает своей эпичностью, поражает тем, как заставляет гордиться чужим народом. Причем венгерским народом, о котором, честно сказать, до этих пор было мало что известно. Вернее сказать даже  ничего.

Во время фильма самый что ни на есть стандартный этнос превращается в глазах зрителя в великую, сильную духом нацию и невольно задумываешься: а ведь у каждого народа есть такие герои, такие воины, которые своими телами закрывали врагу дорогу к их женам, сестрам, детям, старикам и просто немощным, к достояниям культуры и продолжателям рода. То, что происходит на экране можно описать одним словосочетанием  великий подвиг. То, что происходит в душе  скорее великое сожаление. Сожаление о том, что порой и сам не представляешь, какой сложный и кровавый путь пришлось пройти нашим общим предкам, людям с большой буквы, чтобы создать такое мирное мировое сообщество в наши дни. Да, не исключено, что до сих пор то тут, то там вспыхивают горячие точки, но стоит помнить, что судьба народа, страны и целого мира  в руках человека и никого более.

Технически фильм, понятно, проигрывает в глазах современного зрителя многим другим историческим лентам. Но сугубо субъективно мне картинка очень понравилась, она соответствует своему времени. Звук также поставлен очень хорошо, я бы сказал даже лампово.

В общем и целом  достойная историческая картина, заслуживающая внимания зрителей. Моя оценка:

8 из 10"			yes	yes	no		pos	pos		
